100000, 1.4623441696166992, 4556548,1574794
100000, 1.2811439037322998, 4558637,1574833
100000, 1.100386142730713, 4557797,1574670
100000, 1.3017430305480957, 4557613,1574898
100000, 1.2722299098968506, 4558428,1575051
100000, 1.2994499206542969, 4557706,1574718
100000, 1.0806381702423096, 4558149,1575158
100000, 1.3861591815948486, 4555839,1574758
100000, 1.0872540473937988, 4556035,1575053
100000, 1.0759611129760742, 4556003,1574430
250000, 3.7981982231140137, 12389655,4262342
250000, 3.653792142868042, 12386270,4262120
250000, 3.5540030002593994, 12390064,4262978
250000, 3.6611950397491455, 12388640,4262034
250000, 3.796166181564331, 12387793,4262505
250000, 3.625195026397705, 12387587,4262083
250000, 3.6143999099731445, 12385697,4261910
250000, 3.802232027053833, 12386774,4261815
250000, 3.658496141433716, 12386471,4262170
250000, 3.757627010345459, 12385644,4262375
500000, 8.098811149597168, 26276960,9024249
500000, 8.30896520614624, 26277654,9025099
500000, 8.321348190307617, 26274166,9024658
500000, 7.980868816375732, 26273328,9024140
500000, 7.973549127578735, 26277464,9024621
500000, 8.090193271636963, 26273510,9023976
500000, 8.063974857330322, 26275093,9024280
500000, 6.581947326660156, 26275543,9024933
500000, 8.15684199333191, 26273594,9024273
500000, 8.408087968826294, 26273786,9023671
750000, 11.17677617073059, 40707401,13993232
750000, 13.019230127334595, 40706860,13992773
750000, 13.305948972702026, 40704602,13992523
750000, 12.80711817741394, 40702901,13992939
750000, 12.840480089187622, 40706092,13992937
750000, 13.186394929885864, 40703581,13993383
750000, 11.543973207473755, 40705777,13993324
750000, 13.075107097625732, 40699778,13991728
750000, 12.801331281661987, 40704551,13992232
750000, 11.675761222839355, 40706885,13993349
1000000, 17.976882219314575, 55547783,19047536
1000000, 18.63841199874878, 55547273,19047729
1000000, 18.06563401222229, 55548229,19048019
1000000, 17.76218295097351, 55547810,19047733
1000000, 15.572745084762573, 55547478,19047993
1000000, 17.797297954559326, 55549941,19048074
1000000, 18.35182285308838, 55551015,19048924
1000000, 18.158136129379272, 55545668,19047924
1000000, 17.94556498527527, 55552242,19049386
1000000, 18.780898094177246, 55545370,19048071
2500000, 50.00160098075867, 148705286,50959942
2500000, 41.214585065841675, 148708350,50959259
2500000, 47.079445123672485, 148702433,50958903
2500000, 41.05283308029175, 148701915,50956930
2500000, 46.67425203323364, 148704227,50957912
2500000, 47.716729164123535, 148705789,50961224
2500000, 45.79478311538696, 148693855,50958226
2500000, 45.89306998252869, 148699788,50956882
2500000, 46.399827003479004, 148699110,50958386
2500000, 47.47124099731445, 148706773,50959006
5000000, 94.7217321395874, 312413224,106918929
5000000, 93.31901216506958, 312396349,106916886
5000000, 97.67056798934937, 312409897,106917174
5000000, 96.45793008804321, 312408765,106915443
5000000, 88.56434106826782, 312402662,106918224
5000000, 98.73094511032104, 312408161,106921060
5000000, 96.62488079071045, 312398570,106916590
5000000, 100.54058384895325, 312402407,106917366
5000000, 101.53035306930542, 312397416,106917449
5000000, 104.61942195892334, 312406700,106917732
7500000, 203.59540677070618, 481884378,164739320
7500000, 199.11666703224182, 481873117,164737577
7500000, 175.87809991836548, 481871731,164737480
7500000, 167.07811784744263, 481871489,164740306
7500000, 169.74178886413574, 481872800,164738206
7500000, 165.45601606369019, 481872451,164737142
7500000, 176.09417176246643, 481869445,164738306
7500000, 190.51362991333008, 481867590,164738140
7500000, 173.93322134017944, 481865133,164737586
7500000, 169.34469723701477, 481869452,164736264
7500000, 164.23822021484375, 481859310,164738701
9000000, 267.2559359073639, 585436213,199971786
9000000, 215.602215051651, 585417932,199969057
9000000, 218.6221570968628, 585407061,199970937
9000000, 213.35668182373047, 585444148,199972638
9000000, 222.70884490013123, 585437027,199970638
9000000, 231.75593900680542, 585424933,199969474
9000000, 213.18985104560852, 585436472,199970794
9000000, 223.86132621765137, 585433643,199974276
9000000, 274.7637209892273, 585415170,199969903
9000000, 206.20289278030396, 585421102,199969726
10000000, 310.6605591773987, 654817970,223837481
10000000, 254.80716276168823, 654818339,223839368
10000000, 255.51152205467224, 654815622,223840795
10000000, 241.08890414237976, 654813671,223836754
10000000, 238.94647097587585, 654799565,223835466
10000000, 230.45605611801147, 654815016,223836855
10000000, 226.9620280265808, 654807576,223834580
10000000, 242.77279996871948, 654798068,223835131
10000000, 224.82301807403564, 654803188,223830814
10000000, 234.73247694969177, 654813916,223839659
5000, 0.03676795959472656, 146563,51608
5000, 0.038861751556396484, 145101,51185
5000, 0.03608226776123047, 145710,51368
5000, 0.041687965393066406, 162743,57063
5000, 0.046950340270996094, 163101,57082
5000, 0.04055595397949219, 145957,51420
5000, 0.040522098541259766, 145718,51301
5000, 0.044352054595947266, 162878,57030
5000, 0.03941512107849121, 162719,57142
